,symbol,price,market_cap,watchlist,min_date,max_date,max_price,min_price,link
16,UNI,20.82301280388589,13073882237.068,464877.0,,,,,https://coinmarketcap.com/currencies/uniswap/
17,BUSD,1.000083468258152,12898409669.62298,110342.0,,,,,https://coinmarketcap.com/currencies/binance-usd/
18,MATIC,1.771635878909944,12342425494.71978,807792.0,221.0,193.0,2.680005,0.29847,https://coinmarketcap.com/currencies/polygon/
19,LINK,26.24141215656208,12254990185.400368,800758.0,340.0,200.0,52.876087,8.509153999999999,https://coinmarketcap.com/currencies/chainlink/
20,BCH,614.0284922826573,11611344029.592356,327227.0,368.0,200.0,1635.149536,253.28302,https://coinmarketcap.com/currencies/bitcoin-cash/
21,ALGO,1.7590503797140835,11014344035.30732,419547.0,340.0,11.0,2.829822,0.26963000000000004,https://coinmarketcap.com/currencies/algorand/
22,MANA,5.659108932272682,10325735421.48838,531850.0,158.0,1.0,5.778767,0.373717,https://coinmarketcap.com/currencies/decentraland/
23,EGLD,443.6687612046249,8776632667.729671,393833.0,368.0,4.0,542.579651,8.232135000000001,https://coinmarketcap.com/currencies/elrond-egld/
24,AXS,138.2191096233767,8418580419.385817,340892.0,60.0,25.0,165.36908,62.857559,https://coinmarketcap.com/currencies/axie-infinity/
25,XLM,0.3309609858184766,8049923235.109199,723309.0,340.0,200.0,0.796471,0.113173,https://coinmarketcap.com/currencies/stellar/
26,VET,0.12258034838893499,7883825834.14699,886862.0,340.0,228.0,0.278216,0.012039,https://coinmarketcap.com/currencies/vechain/
27,ICP,41.51129365016951,7583246307.646628,279838.0,,,,,https://coinmarketcap.com/currencies/internet-computer/
28,SAND,8.15612581186377,7277271603.532619,562656.0,158.0,1.0,8.40219,0.147098,https://coinmarketcap.com/currencies/the-sandbox/
29,UST,1.001995341260246,7235383372.986821,20894.0,,,,,https://coinmarketcap.com/currencies/terrausd/
30,THETA,7.128599518340814,7128599518.340815,364908.0,368.0,228.0,15.89841,0.575716,https://coinmarketcap.com/currencies/theta/
31,FTT,50.667894568663726,7072795478.408947,172026.0,,,,,https://coinmarketcap.com/currencies/ftx-token/
32,TRX,0.09845275878607783,7055090961.691384,675464.0,340.0,228.0,0.17993399999999998,0.024134,https://coinmarketcap.com/currencies/tron/
33,ATOM,30.012548066776066,6756799728.035283,410517.0,,,,,https://coinmarketcap.com/currencies/cosmos/
34,DAI,1.0014110122445181,6484087949.78598,3424.0,,,,,https://coinmarketcap.com/currencies/multi-collateral-dai/
35,FIL,50.206508887863116,6422229346.657298,224377.0,130.0,242.0,237.241821,40.122231,https://coinmarketcap.com/currencies/filecoin/
36,FTM,2.518771918260916,6410290332.230274,412184.0,60.0,32.0,3.481698,1.156814,https://coinmarketcap.com/currencies/fantom/
37,ETC,48.36215833618415,6345743185.960366,286884.0,340.0,207.0,176.1577,4.835138,https://coinmarketcap.com/currencies/ethereum-classic/
38,HBAR,0.34886611745718654,6311962245.921094,312578.0,340.0,74.0,0.570146,0.029559,https://coinmarketcap.com/currencies/hedera/
39,BTCB,57553.23621491168,6049410198.478898,18605.0,,,,,https://coinmarketcap.com/currencies/bitcoin-bep2/
40,NEAR,9.28390173137691,5237661026.459159,143722.0,,,,,https://coinmarketcap.com/currencies/near-protocol/
41,GALA,0.7386430097179866,5153664022.667737,184513.0,,,,,https://coinmarketcap.com/currencies/gala/
42,HNT,45.22284321473643,4644691956.513349,201080.0,,,,,https://coinmarketcap.com/currencies/helium/
43,LRC,3.3766089048898396,4485060609.140396,185760.0,340.0,18.0,3.827155,0.13204200000000002,https://coinmarketcap.com/currencies/loopring/
44,XMR,243.59483351080118,4393299193.660094,271820.0,368.0,207.0,517.620239,109.002876,https://coinmarketcap.com/currencies/monero/
45,MIOTA,1.5552396887781341,4322835812.282319,307402.0,340.0,228.0,2.680409,0.253619,https://coinmarketcap.com/currencies/iota/
46,FLOW,13.734405832957263,4300224062.195103,113259.0,,,,,https://coinmarketcap.com/currencies/flow/
47,XTZ,4.905400541737785,4259061184.3980856,331608.0,340.0,53.0,9.175448,1.6447919999999998,https://coinmarketcap.com/currencies/tezos/
48,GRT,0.8707856189237404,4106394394.8124685,248287.0,,,,,https://coinmarketcap.com/currencies/the-graph/
49,EOS,4.150359999681686,4034903340.978549,374821.0,340.0,200.0,14.876485999999998,2.034103,https://coinmarketcap.com/currencies/eos/
50,ENJ,4.680192089480208,3924826328.3819447,422305.0,193.0,1.0,4.82748,0.743622,https://coinmarketcap.com/currencies/enjin-coin/
51,KLAY,1.4633909140415373,3696620460.109374,59719.0,,,,,https://coinmarketcap.com/currencies/klaytn/
52,ZEC,273.45362534761523,3599210289.506579,166239.0,340.0,200.0,370.138916,49.867252,https://coinmarketcap.com/currencies/zcash/
53,CAKE,14.140245916992267,3448291329.334153,439074.0,4.0,53.0,21.288837,13.665169,https://coinmarketcap.com/currencies/pancakeswap/
54,AAVE,255.06767132546386,3415922173.255362,268477.0,158.0,193.0,666.86499,171.375977,https://coinmarketcap.com/currencies/aave/
55,ONE,0.30742377830231754,3322008706.7926016,351318.0,,,,,https://coinmarketcap.com/currencies/harmony/
56,MKR,3268.3983739066234,3235883110.0392475,138655.0,193.0,207.0,6339.024414,1835.964478,https://coinmarketcap.com/currencies/maker/
57,LEO,3.2471822086373323,3097662878.7921047,31917.0,,,,,https://coinmarketcap.com/currencies/unus-sed-leo/
58,RUNE,11.922715407641206,3078566910.4852247,173752.0,130.0,193.0,21.2614,3.036576,https://coinmarketcap.com/currencies/thorchain/
59,CHZ,0.5150396425670775,3065386869.477069,419046.0,193.0,228.0,0.8339770000000001,0.165742,https://coinmarketcap.com/currencies/chiliz/
60,XEC,0.0001568375487812112,2965208679.12637,125944.0,,,,,https://coinmarketcap.com/currencies/ecash/
61,BSV,156.80398571534332,2964600113.376714,80835.0,158.0,228.0,491.635376,107.627602,https://coinmarketcap.com/currencies/bitcoin-sv/
62,KSM,331.8430489765142,2810743164.451891,204146.0,368.0,193.0,623.752808,39.24913400000001,https://coinmarketcap.com/currencies/kusama/
63,NEO,39.65804764359577,2797432320.52155,258729.0,340.0,207.0,140.36816399999998,12.427905,https://coinmarketcap.com/currencies/neo/
64,QNT,229.97074190057336,2776376514.631244,145976.0,193.0,81.0,428.384705,26.090265,https://coinmarketcap.com/currencies/quant/
65,KDA,16.780106730664485,2651572516.456586,164055.0,319.0,18.0,28.246048,0.121305,https://coinmarketcap.com/currencies/kadena/
66,CRV,5.9806452055648665,2564167856.9936585,129396.0,193.0,4.0,6.131659,1.067336,https://coinmarketcap.com/currencies/curve-dao-token/
67,STX,1.9848366253507586,2552197704.482303,103786.0,,,,,https://coinmarketcap.com/currencies/stacks/
68,AMP,0.059419821811283316,2509162539.392059,161329.0,,,,,https://coinmarketcap.com/currencies/amp/
69,HOT,0.013503609682634253,2336625653.5460143,324068.0,,,,,https://coinmarketcap.com/currencies/holo/
70,WAVES,20.168987926457543,2153806689.450065,133958.0,319.0,207.0,41.332836,5.038103,https://coinmarketcap.com/currencies/waves/
71,DASH,204.0650532912454,2131519343.4153283,222073.0,368.0,207.0,476.850372,84.228798,https://coinmarketcap.com/currencies/dash/
72,BTT,0.0032233647137862257,2127268004.1955934,500230.0,,,,,https://coinmarketcap.com/currencies/bittorrent/
73,AR,59.983310684073025,2003124725.2847242,107865.0,354.0,25.0,90.940041,2.03661,https://coinmarketcap.com/currencies/arweave/
74,KCS,24.19779062017896,1938694027.0979135,128005.0,,,,,https://coinmarketcap.com/currencies/kucoin-token/
75,BAT,1.249511766655907,1864901046.6929948,265010.0,340.0,235.0,1.648437,0.182262,https://coinmarketcap.com/currencies/basic-attention-token/
76,CELO,5.275827692329577,1832283129.140376,133774.0,340.0,88.0,10.658358,1.355889,https://coinmarketcap.com/currencies/celo/
77,TFUEL,0.32512294080727544,1723546415.577876,125095.0,368.0,172.0,0.680716,0.008987,https://coinmarketcap.com/currencies/theta-fuel/
78,WAXP,0.9270089365236179,1714371989.76982,108405.0,340.0,11.0,0.981401,0.032211000000000004,https://coinmarketcap.com/currencies/wax/
79,IOTX,0.17972438559766665,1714710702.184155,221432.0,340.0,18.0,0.261092,0.0058590000000000005,https://coinmarketcap.com/currencies/iotex/
80,IMX,9.096741514167114,1711649869.603167,73966.0,,,,,https://coinmarketcap.com/currencies/immutable-x/
81,COMP,281.3452546785821,1693387619.6051216,181081.0,158.0,200.0,911.197815,197.52417,https://coinmarketcap.com/currencies/compound/
82,MINA,5.246993660389891,1590038290.867128,163032.0,,,,,https://coinmarketcap.com/currencies/mina/
83,HT,9.83855386985768,1567365911.0238247,83691.0,,,,,https://coinmarketcap.com/currencies/huobi-token/
84,QTUM,15.653906267044517,1548025806.8097632,140831.0,340.0,207.0,35.380844,1.906311,https://coinmarketcap.com/currencies/qtum/
85,XEM,0.17038971989637175,1533507478.896956,173574.0,158.0,270.0,0.865244,0.085698,https://coinmarketcap.com/currencies/nem/
86,NEXO,2.7253561790075267,1526199490.2231328,92319.0,,,,,https://coinmarketcap.com/currencies/nexo/
87,OKB,24.29158762877422,1457495257.7264533,50858.0,,,,,https://coinmarketcap.com/currencies/okb/
88,DCR,105.86962416525303,1432258621.5239232,50377.0,368.0,228.0,250.016418,18.996208,https://coinmarketcap.com/currencies/decred/
89,ZEN,121.38988685908615,1429401576.0450041,68731.0,340.0,207.0,168.15416000000005,8.3672,https://coinmarketcap.com/currencies/horizen/
90,ICX,1.9698177308619154,1331775425.0830472,135445.0,340.0,242.0,3.2562,0.327425,https://coinmarketcap.com/currencies/icon/
91,VGX,4.731865894034645,1317740491.400526,63458.0,340.0,102.0,7.500512,0.126026,https://coinmarketcap.com/currencies/voyager-token/
92,XDC,0.106770328939093,1313810253.4452538,93373.0,340.0,102.0,0.193874,0.004397,https://coinmarketcap.com/currencies/xinfin/
93,AUDIO,2.592967577316538,1307060420.4311807,143192.0,,,,,https://coinmarketcap.com/currencies/audius/
94,BORA,1.516984424762778,1306502835.8269424,11181.0,,,,,https://coinmarketcap.com/currencies/bora/
95,ROSE,0.36915758999235854,1289472743.115155,111187.0,60.0,11.0,0.4637810000000001,0.142029,https://coinmarketcap.com/currencies/oasis-network/
96,TUSD,1.0001628133500982,1281267226.1321785,21343.0,193.0,11.0,1.073716,0.995716,https://coinmarketcap.com/currencies/trueusd/
97,OMG,8.70109864207096,1220289044.2274258,163512.0,340.0,25.0,20.042496,2.047785,https://coinmarketcap.com/currencies/omg/
98,YFI,31141.451118977588,1140951804.6664696,144685.0,193.0,200.0,93435.53125,24064.207031,https://coinmarketcap.com/currencies/yearn-finance/
99,RVN,0.11171756648686618,1135261063.119388,176417.0,340.0,284.0,0.285421,0.012091,https://coinmarketcap.com/currencies/ravencoin/
100,REV,0.013067760866759284,1111563153.9660177,103838.0,,,,,https://coinmarketcap.com/currencies/revain/
101,CEL,4.501754713547624,1075304976.2712717,97222.0,,,,,https://coinmarketcap.com/currencies/celsius/
102,SCRT,7.111979260334437,1065486357.5198845,74459.0,,,,,https://coinmarketcap.com/currencies/secret/
103,ZIL,0.08812648135926857,1061567092.7925854,303535.0,,,,,https://coinmarketcap.com/currencies/zilliqa/
104,LPT,49.4874799757986,1047385456.9632521,61611.0,,,,,https://coinmarketcap.com/currencies/livepeer/
105,SC,0.020801724112456156,1028038325.290114,196763.0,,,,,https://coinmarketcap.com/currencies/siacoin/
106,ZRX,1.1978262269337094,1012757349.2117404,144490.0,,,,,https://coinmarketcap.com/currencies/0x/
107,SUSHI,7.906889623196687,1006107765.9661423,291946.0,,,,,https://coinmarketcap.com/currencies/sushiswap/
108,BTG,57.29050170803558,1003381469.2900091,75018.0,,,,,https://coinmarketcap.com/currencies/bitcoin-gold/
109,ANKR,0.12251180277689153,1000051518.6596233,169390.0,,,,,https://coinmarketcap.com/currencies/ankr/
110,RENBTC,57133.07353313651,986576607.1524082,9485.0,,,,,https://coinmarketcap.com/currencies/renbtc/
111,SKL,0.41181567598110885,979164175.9008687,49448.0,,,,,https://coinmarketcap.com/currencies/skale-network/
112,PERP,14.148152315346467,971978064.0643023,190249.0,,,,,https://coinmarketcap.com/currencies/perpetual-protocol/
113,BNT,4.058902476313719,950146977.7505596,62869.0,,,,,https://coinmarketcap.com/currencies/bancor/
114,USDP,0.9997647586280429,945420485.767387,23726.0,,,,,https://coinmarketcap.com/currencies/paxos-standard/
115,SNX,8.065603068410805,926266221.0424209,179480.0,,,,,https://coinmarketcap.com/currencies/synthetix-network-token/
116,UMA,14.023914615194752,902565905.1770432,73537.0,,,,,https://coinmarketcap.com/currencies/uma/
117,VLX,0.423592193228049,899871064.2914268,422438.0,,,,,https://coinmarketcap.com/currencies/velas/
118,REN,0.8838739259042926,881897628.8985041,150308.0,,,,,https://coinmarketcap.com/currencies/ren/
119,TEL,0.01591900576057604,875976884.186674,171035.0,,,,,https://coinmarketcap.com/currencies/telcoin/
120,ALICE,28.000262056257935,856808018.9214928,109075.0,,,,,https://coinmarketcap.com/currencies/myneighboralice/
121,MOVR,352.836844583047,854329497.1784451,100189.0,,,,,https://coinmarketcap.com/currencies/moonriver/
122,ONT,0.9645828776210552,844250704.4963788,141699.0,,,,,https://coinmarketcap.com/currencies/ontology/
123,DYDX,14.41913086189113,812337294.6813422,69985.0,,,,,https://coinmarketcap.com/currencies/dydx/
124,STORJ,2.238744396835487,786878147.145519,62865.0,,,,,https://coinmarketcap.com/currencies/storj/
125,CKB,0.02730748151623733,783908655.8029888,91129.0,,,,,https://coinmarketcap.com/currencies/nervos-network/
126,CELR,0.12736165180109002,773940072.5410058,94110.0,,,,,https://coinmarketcap.com/currencies/celer-network/
127,RAY,10.137562311121595,771312167.1239179,98517.0,,,,,https://coinmarketcap.com/currencies/raydium/
128,ELON,1.3567075404796706e-06,754114751.8827631,340135.0,,,,,https://coinmarketcap.com/currencies/dogelon/
129,CHR,1.3275541937651307,753213678.1586195,80002.0,,,,,https://coinmarketcap.com/currencies/chromia/
130,CHSB,0.7478820254077095,747882025.4077095,68918.0,,,,,https://coinmarketcap.com/currencies/swissborg/
131,SRM,5.613947798526403,747956263.6387018,118160.0,,,,,https://coinmarketcap.com/currencies/serum/
132,DGB,0.04988110486904772,741784485.1659209,183627.0,,,,,https://coinmarketcap.com/currencies/digibyte/
133,IOST,0.040964368815500946,741443590.4214467,118691.0,,,,,https://coinmarketcap.com/currencies/iostoken/
134,KAVA,5.205979900737195,738485147.530329,96081.0,,,,,https://coinmarketcap.com/currencies/kava/
135,1INCH,4.046317876594347,729802479.8496997,220900.0,,,,,https://coinmarketcap.com/currencies/1inch/
136,WIN,0.0007579497422635407,728948538.6602335,194687.0,,,,,https://coinmarketcap.com/currencies/wink/
137,HIVE,1.8667077717395872,722750640.7354059,35576.0,,,,,https://coinmarketcap.com/currencies/hive-blockchain/
138,XYO,0.05413949621640159,695412152.3266577,61000.0,,,,,https://coinmarketcap.com/currencies/xyo/
139,POLY,0.7516141901066291,675363554.1120566,46013.0,,,,,https://coinmarketcap.com/currencies/polymath-network/
140,NANO,5.085063533142943,677576056.9298577,158796.0,,,,,https://coinmarketcap.com/currencies/nano/
141,DVI,2.512300765810796,669770063.529317,198722.0,,,,,https://coinmarketcap.com/currencies/dvision-network/
142,UOS,2.358163824086818,666853899.7128251,103252.0,,,,,https://coinmarketcap.com/currencies/ultra/
143,CEEK,0.877500009608137,649040916.7220378,61908.0,,,,,https://coinmarketcap.com/currencies/ceek-vr/
144,WOO,1.1326313700628783,639246758.7283182,32842.0,,,,,https://coinmarketcap.com/currencies/wootrade/
145,TRAC,1.7156016577296922,624228389.4643384,39410.0,,,,,https://coinmarketcap.com/currencies/origintrail/
146,GNO,412.4124323713083,620510384.3842496,19561.0,,,,,https://coinmarketcap.com/currencies/gnosis-gno/
147,XDB,0.7029121931077202,614772685.0577338,13090.0,,,,,https://coinmarketcap.com/currencies/digitalbits/
148,OCEAN,0.9940775699903383,609468104.2462703,120390.0,,,,,https://coinmarketcap.com/currencies/ocean-protocol/
149,FET,0.8027897952246444,598972449.1842957,95954.0,,,,,https://coinmarketcap.com/currencies/fetch/
150,INJ,13.230170801963803,577570427.0101397,79337.0,,,,,https://coinmarketcap.com/currencies/injective-protocol/
151,NU,0.8291926958572404,576496221.7947464,54762.0,,,,,https://coinmarketcap.com/currencies/nucypher/
152,MDX,0.7103735256964887,557155824.4504199,189013.0,,,,,https://coinmarketcap.com/currencies/mdex/
153,USDN,0.9831310056629038,557100907.5332694,5783.0,,,,,https://coinmarketcap.com/currencies/neutrino-usd/
154,GLM,0.5484665665596565,548466566.5596565,42840.0,,,,,https://coinmarketcap.com/currencies/golem-network-tokens/
155,DENT,0.005429047795073174,537518030.5242784,191682.0,,,,,https://coinmarketcap.com/currencies/dent/
156,CTSI,1.0655570390325562,507119938.9424595,78954.0,,,,,https://coinmarketcap.com/currencies/cartesi/
157,GT,6.371354257001261,495645936.60005933,41428.0,,,,,https://coinmarketcap.com/currencies/gatetoken/
158,RSR,0.03729971725485253,490864239.65999407,142801.0,,,,,https://coinmarketcap.com/currencies/reserve-rights/
159,LSK,3.673164572136683,473472546.1508236,63182.0,,,,,https://coinmarketcap.com/currencies/lisk/
160,OGN,1.2082535787975297,469491978.20743275,96451.0,,,,,https://coinmarketcap.com/currencies/origin-protocol/
161,FLUX,2.130692748082517,468748765.886706,40141.0,,,,,https://coinmarketcap.com/currencies/zel/
162,SXP,2.380013149928591,458792251.7856435,155791.0,,,,,https://coinmarketcap.com/currencies/swipe/
163,MED,0.07953224500199113,428074446.1654764,15413.0,,,,,https://coinmarketcap.com/currencies/medibloc/
164,FEI,0.997519761070631,423942085.72392046,5862.0,,,,,https://coinmarketcap.com/currencies/fei-usd/
165,REEF,0.026133799529076518,417449610.2302928,181899.0,,,,,https://coinmarketcap.com/currencies/reef/
166,ALPHA,0.9191941530125487,410264042.1325541,60510.0,,,,,https://coinmarketcap.com/currencies/alpha-finance-lab/
167,CSPR,0.15997034090790363,406981110.11889344,90326.0,,,,,https://coinmarketcap.com/currencies/casper/
168,SYS,0.6504474223476416,405209000.12304175,106331.0,,,,,https://coinmarketcap.com/currencies/syscoin/
169,XVG,0.02433566594654646,401216125.42297894,125176.0,,,,,https://coinmarketcap.com/currencies/verge/
170,FX,0.944638519140086,385904065.0750593,11260.0,,,,,https://coinmarketcap.com/currencies/function-x/
171,WRX,1.19923230880492,381172293.3460141,73744.0,,,,,https://coinmarketcap.com/currencies/wazirx/
172,VTHO,0.008833848298920489,376444921.11562395,100170.0,,,,,https://coinmarketcap.com/currencies/vethor-token/
173,BTCST,32.142574149401696,367100750.91977775,19275.0,,,,,https://coinmarketcap.com/currencies/btc-standard-hashrate-token/
174,BAKE,1.8718688307999767,362261815.2618546,215515.0,,,,,https://coinmarketcap.com/currencies/bakerytoken/
175,COTI,0.4128952040037016,358670551.3863244,177271.0,,,,,https://coinmarketcap.com/currencies/coti/
176,NKN,0.5114958731832105,358047111.2282474,48436.0,,,,,https://coinmarketcap.com/currencies/nkn/
177,OXT,0.5045296522082734,348473627.7505424,72291.0,,,,,https://coinmarketcap.com/currencies/orchid/
178,BCD,1.8646496689659313,347743920.43255866,54561.0,,,,,https://coinmarketcap.com/currencies/bitcoin-diamond/
179,POWR,0.7495449832249127,346391793.18545115,41721.0,,,,,https://coinmarketcap.com/currencies/power-ledger/
180,CFX,0.297881480116151,342469226.2159978,24189.0,,,,,https://coinmarketcap.com/currencies/conflux-network/
181,STMX,0.034051961613982905,340519616.13982904,80278.0,,,,,https://coinmarketcap.com/currencies/stormx/
182,CVC,0.5070706249894943,339737318.74296117,50654.0,,,,,https://coinmarketcap.com/currencies/civic/
183,SOUL,3.2563057366538226,335508541.2981585,33925.0,,,,,https://coinmarketcap.com/currencies/phantasma/
184,ARDR,0.32146059522124637,321138972.28842455,26650.0,,,,,https://coinmarketcap.com/currencies/ardor/
185,SNT,0.0922038031253834,319991803.93858683,48943.0,,,,,https://coinmarketcap.com/currencies/status/
186,RLC,3.982028379271207,318844171.0275287,54438.0,,,,,https://coinmarketcap.com/currencies/rlc/
187,PAXG,1796.6458734871735,315433538.88620895,30210.0,,,,,https://coinmarketcap.com/currencies/pax-gold/
188,HUSD,1.000323525093978,309290327.97121525,8038.0,,,,,https://coinmarketcap.com/currencies/husd/
189,BADGER,26.846794188641564,299562641.28962827,29583.0,,,,,https://coinmarketcap.com/currencies/badger-dao/
190,ONG,1.1209885863313267,298269645.8781402,17577.0,,,,,https://coinmarketcap.com/currencies/ontology-gas/
191,ASD,0.446502866871012,294966613.7397791,17227.0,,,,,https://coinmarketcap.com/currencies/bitmax-token/
192,EWT,9.697462685255633,291526461.49400544,,,,,,
193,ORBS,0.12899286537181073,287647706.9801475,15786.0,,,,,https://coinmarketcap.com/currencies/orbs/
194,POLS,3.510709002935823,285425318.20307434,164138.0,,,,,https://coinmarketcap.com/currencies/polkastarter/
195,TOMO,3.2532476730120816,282642361.1592692,48919.0,,,,,https://coinmarketcap.com/currencies/tomochain/
196,MX,2.824494262543191,282449426.25347173,17279.0,,,,,https://coinmarketcap.com/currencies/mx-token/
197,UBT,1.858810521593097,278821576.832762,42429.0,,,,,https://coinmarketcap.com/currencies/unibright/
198,XVS,24.1401876315961,278158063.96645606,65314.0,,,,,https://coinmarketcap.com/currencies/venus/
199,ELF,0.5094384236837143,277379134.8080987,28741.0,,,,,https://coinmarketcap.com/currencies/aelf/
200,,0.1848093830217347,32047993671.41466,,,,,,
201,,4266.827781098397,6407609491.706215,,,,,,
202,,610.1316755554383,3510079828.29113,,,,,,
203,,18.723144939046968,2307322096.5732183,,,,,,
204,,57754.022892734705,2303466196.7082667,,,,,,
205,,3.211759142722962e-06,1880601778.1910136,,,,,,
206,,310.9177048083431,1857981709.475992,,,,,,
207,,0.326494895202017,1822644694.157747,,,,,,
208,,0.2638445341165352,1773624761.681772,,,,,,
209,,18.311891412260223,1623800706.301407,,,,,,
210,,2.40283690144976,1408732678.44862,,,,,,
211,,2.3979572003979337,1354775210.8763385,,,,,,
212,,0.006940995313282663,1262225323.8723829,,,,,,
213,,7.072803062971667,1216968866.8403287,,,,,,
214,,57.21266472695233,1158262507.2298958,,,,,,
215,,0.13766655820742252,1147960717.586437,,,,,,
216,,1.0009464824341219,1140152796.0854602,,,,,,
217,,12.923913075269166,1089836045.669965,,,,,,
218,,14.673081706101794,1089011532.1419356,,,,,,
219,,28.59566019074776,1064659298.4807585,,,,,,
220,,10.14720207947662,1063319204.6854346,,,,,,
221,,0.0063196572532812295,1050869396.039127,,,,,,
222,,1600.1909806679496,1028601255.3552254,,,,,,
223,,0.505238246914954,995194778.8999497,,,,,,
224,,53.50193745521934,955557793.4010304,,,,,,
225,,142.4393531908357,941951615.8613195,,,,,,
226,,3.0279580479293036,909937244.4260432,,,,,,
227,,0.17683431962564514,840834949.301768,,,,,,
228,,7.984347107039396e-05,796771733.2724907,,,,,,
229,,3.257715350356466,787045384.7411722,,,,,,
230,,13.26001488653667,795600893.1922002,,,,,,
231,,1.8902859275768496e-06,720649367.1236153,,,,,,
232,,1.0016553621015338,720637038.6054822,,,,,,
233,,0.9103455094983255,677480265.1901952,,,,,,
234,,3.2276477283764797,645535381.2623888,,,,,,
235,,7.817541804015421,619598514.6665962,,,,,,
236,,1.7330066094881318,619395459.6576486,,,,,,
237,,3.217317169466579,595203676.3513172,,,,,,
238,,8.658476012239518,591455917.1871874,,,,,,
239,,29.590975088890072,562160467.4462069,,,,,,
240,,4.416329096015726,544091744.6291375,,,,,,
241,,2.9779272893551543,522280316.50896776,,,,,,
242,,0.49090050644212124,517949982.85941035,,,,,,
243,,1.101284895506922,499376118.2970278,,,,,,
244,,0.5397702716784143,493366421.2738374,,,,,,
245,,47.9797344707446,493219310.9802581,,,,,,
246,,6.581340299860676,484934872.835552,,,,,,
247,,0.21392357223739228,481445085.99290943,,,,,,
248,,0.8106813197101803,480508474.57585007,,,,,,
249,,8.017086591618138,479260550.88937634,,,,,,
250,,3.895012047813855,474944732.50509745,,,,,,
251,,0.21507057714379418,464552446.63059545,,,,,,
252,,10.34100838858072,440444229.28643,,,,,,
253,,0.14127031963354805,428896690.40745187,,,,,,
254,,0.7096106233101434,407571151.9277924,,,,,,
255,,1.1597211841945958,402366640.28563946,,,,,,
256,,1.1008816163843178,397488350.04196423,,,,,,
257,,4.931976911622675,395455044.42269874,,,,,,
258,,13.219421791706555,385091310.7837665,,,,,,
259,,189.84203946327486,384031000.2773342,,,,,,
260,,3.577456566080113,383980657.0467014,,,,,,
261,,15.73544075098123,379966011.86449325,,,,,,
262,,0.28425927225985564,372948381.2419775,,,,,,
263,,2.1887330174528272,371772677.5200518,,,,,,
264,,1.4316493583085166,370069386.56844735,,,,,,
265,,8.08228572889724,362351700.8430897,,,,,,
266,,0.5886437002488296,352544376.6319802,,,,,,
267,,0.1425820721790122,345204722.22333753,,,,,,
268,,1.7988661999517817,338939738.61684906,,,,,,
269,,29.612085294920078,333298295.0272398,,,,,,
270,,2.7652631911268224,331262810.05227804,,,,,,
271,,9.387661049170596,330713401.82391024,,,,,,
272,,5.220791625736435,329739694.1242748,,,,,,
273,,1.7995814070253044,325425281.0099194,,,,,,
274,,16.62440653510454,321830520.8353646,,,,,,
275,,134.9370191530498,321018407.05356514,,,,,,
276,,1.251814496681822,309823371.77769434,,,,,,
277,,0.419063718003296,307942533.4225675,,,,,,
278,,32.39944894269308,307794764.9555842,,,,,,
279,,1.72905887002736,307442832.9788643,,,,,,
280,,0.30529131011394217,305291310.11394215,,,,,,
281,,304.50193786710474,303923079.6832194,,,,,,
282,,18.578461335523023,301145798.4581653,,,,,,
