,symbol,price,market_cap,watchlist,min_date,max_date,max_price,min_price,link
283,,1.1144604329497392,301041890.1765931,,,,,,
284,,0.5112517494638219,300785760.0732849,,,,,,
285,,47.256399512028636,299168470.98612535,,,,,,
286,,354.77345936218705,296810507.0219882,,,,,,
287,,19.647126259249436,295609005.6179309,,,,,,
288,,0.2454558734267229,294547048.11206746,,,,,,
289,,0.08331753147155993,282198598.8100828,,,,,,
290,,15.021166762384752,279984337.3020253,,,,,,
291,,2.353509063593457,267973611.2292522,,,,,,
292,,2.0356628668640364,266966097.5620973,,,,,,
293,,16.156717175955247,265777997.5444638,,,,,,
294,,12.870338927629152,264824294.23805353,,,,,,
295,,7.472836860829647,262982737.16851884,,,,,,
296,,0.05866030188467725,262222421.8656062,,,,,,
297,,0.014555615474699671,260652025.84864032,,,,,,
298,,0.48258662557788423,259425499.304304,,,,,,
299,,0.6583585913311415,259453760.07186958,,,,,,
