,symbol,price,market_cap,watchlist
99,RVN,0.11171756648686618,1135261063.119388,176417.0
100,REV,0.013067760866759284,1111563153.9660177,103838.0
101,CEL,4.501754713547624,1075304976.2712717,97222.0
102,SCRT,7.111979260334437,1065486357.5198845,74459.0
103,ZIL,0.08812648135926857,1061567092.7925854,303535.0
104,LPT,49.4874799757986,1047385456.9632521,61611.0
105,SC,0.020801724112456156,1028038325.290114,196763.0
106,ZRX,1.1978262269337094,1012757349.2117404,144490.0
107,SUSHI,7.906889623196687,1006107765.9661423,291946.0
108,BTG,57.29050170803558,1003381469.2900091,75018.0
109,ANKR,0.12251180277689153,1000051518.6596233,169390.0
110,RENBTC,57133.07353313651,986576607.1524082,9485.0
111,SKL,0.41181567598110885,979164175.9008687,49448.0
112,PERP,14.148152315346467,971978064.0643023,190249.0
113,BNT,4.058902476313719,950146977.7505596,62869.0
114,USDP,0.9997647586280429,945420485.767387,23726.0
115,SNX,8.065603068410805,926266221.0424209,179480.0
116,UMA,14.023914615194752,902565905.1770432,73537.0
117,VLX,0.423592193228049,899871064.2914268,422438.0
118,REN,0.8838739259042926,881897628.8985041,150308.0
119,TEL,0.01591900576057604,875976884.186674,171035.0
120,ALICE,28.000262056257935,856808018.9214928,109075.0
121,MOVR,352.836844583047,854329497.1784451,100189.0
122,ONT,0.9645828776210552,844250704.4963788,141699.0
123,DYDX,14.41913086189113,812337294.6813422,69985.0
124,STORJ,2.238744396835487,786878147.145519,62865.0
125,CKB,0.02730748151623733,783908655.8029888,91129.0
126,CELR,0.12736165180109002,773940072.5410058,94110.0
127,RAY,10.137562311121595,771312167.1239179,98517.0
128,ELON,1.3567075404796706e-06,754114751.8827631,340135.0
129,CHR,1.3275541937651307,753213678.1586195,80002.0
130,CHSB,0.7478820254077095,747882025.4077095,68918.0
131,SRM,5.613947798526403,747956263.6387018,118160.0
132,DGB,0.04988110486904772,741784485.1659209,183627.0
133,IOST,0.040964368815500946,741443590.4214467,118691.0
134,KAVA,5.205979900737195,738485147.530329,96081.0
135,1INCH,4.046317876594347,729802479.8496997,220900.0
136,WIN,0.0007579497422635407,728948538.6602335,194687.0
137,HIVE,1.8667077717395872,722750640.7354059,35576.0
138,XYO,0.05413949621640159,695412152.3266577,61000.0
139,POLY,0.7516141901066291,675363554.1120566,46013.0
140,NANO,5.085063533142943,677576056.9298577,158796.0
141,DVI,2.512300765810796,669770063.529317,198722.0
142,UOS,2.358163824086818,666853899.7128251,103252.0
143,CEEK,0.877500009608137,649040916.7220378,61908.0
144,WOO,1.1326313700628783,639246758.7283182,32842.0
145,TRAC,1.7156016577296922,624228389.4643384,39410.0
146,GNO,412.4124323713083,620510384.3842496,19561.0
147,XDB,0.7029121931077202,614772685.0577338,13090.0
148,OCEAN,0.9940775699903383,609468104.2462703,120390.0
149,FET,0.8027897952246444,598972449.1842957,95954.0
150,INJ,13.230170801963803,577570427.0101397,79337.0
151,NU,0.8291926958572404,576496221.7947464,54762.0
152,MDX,0.7103735256964887,557155824.4504199,189013.0
153,USDN,0.9831310056629038,557100907.5332694,5783.0
154,GLM,0.5484665665596565,548466566.5596565,42840.0
155,DENT,0.005429047795073174,537518030.5242784,191682.0
156,CTSI,1.0655570390325562,507119938.9424595,78954.0
157,GT,6.371354257001261,495645936.60005933,41428.0
158,RSR,0.03729971725485253,490864239.65999407,142801.0
159,LSK,3.673164572136683,473472546.1508236,63182.0
160,OGN,1.2082535787975297,469491978.20743275,96451.0
161,FLUX,2.130692748082517,468748765.886706,40141.0
162,SXP,2.380013149928591,458792251.7856435,155791.0
163,MED,0.07953224500199113,428074446.1654764,15413.0
164,FEI,0.997519761070631,423942085.72392046,5862.0
165,REEF,0.026133799529076518,417449610.2302928,181899.0
166,ALPHA,0.9191941530125487,410264042.1325541,60510.0
167,CSPR,0.15997034090790363,406981110.11889344,90326.0
168,SYS,0.6504474223476416,405209000.12304175,106331.0
169,XVG,0.02433566594654646,401216125.42297894,125176.0
170,FX,0.944638519140086,385904065.0750593,11260.0
171,WRX,1.19923230880492,381172293.3460141,73744.0
172,VTHO,0.008833848298920489,376444921.11562395,100170.0
173,BTCST,32.142574149401696,367100750.91977775,19275.0
174,BAKE,1.8718688307999767,362261815.2618546,215515.0
175,COTI,0.4128952040037016,358670551.3863244,177271.0
176,NKN,0.5114958731832105,358047111.2282474,48436.0
177,OXT,0.5045296522082734,348473627.7505424,72291.0
178,BCD,1.8646496689659313,347743920.43255866,54561.0
179,POWR,0.7495449832249127,346391793.18545115,41721.0
180,CFX,0.297881480116151,342469226.2159978,24189.0
181,STMX,0.034051961613982905,340519616.13982904,80278.0
182,CVC,0.5070706249894943,339737318.74296117,50654.0
183,SOUL,3.2563057366538226,335508541.2981585,33925.0
184,ARDR,0.32146059522124637,321138972.28842455,26650.0
185,SNT,0.0922038031253834,319991803.93858683,48943.0
186,RLC,3.982028379271207,318844171.0275287,54438.0
187,PAXG,1796.6458734871735,315433538.88620895,30210.0
188,HUSD,1.000323525093978,309290327.97121525,8038.0
189,BADGER,26.846794188641564,299562641.28962827,29583.0
190,ONG,1.1209885863313267,298269645.8781402,17577.0
191,ASD,0.446502866871012,294966613.7397791,17227.0
192,EWT,9.697462685255633,291526461.49400544,
193,ORBS,0.12899286537181073,287647706.9801475,15786.0
194,POLS,3.510709002935823,285425318.20307434,164138.0
195,TOMO,3.2532476730120816,282642361.1592692,48919.0
196,MX,2.824494262543191,282449426.25347173,17279.0
197,UBT,1.858810521593097,278821576.832762,42429.0
198,XVS,24.1401876315961,278158063.96645606,65314.0
199,ELF,0.5094384236837143,277379134.8080987,28741.0
200,,0.1848093830217347,32047993671.41466,
201,,4266.827781098397,6407609491.706215,
202,,610.1316755554383,3510079828.29113,
203,,18.723144939046968,2307322096.5732183,
204,,57754.022892734705,2303466196.7082667,
205,,3.211759142722962e-06,1880601778.1910136,
206,,310.9177048083431,1857981709.475992,
207,,0.326494895202017,1822644694.157747,
208,,0.2638445341165352,1773624761.681772,
209,,18.311891412260223,1623800706.301407,
210,,2.40283690144976,1408732678.44862,
211,,2.3979572003979337,1354775210.8763385,
212,,0.006940995313282663,1262225323.8723829,
213,,7.072803062971667,1216968866.8403287,
214,,57.21266472695233,1158262507.2298958,
215,,0.13766655820742252,1147960717.586437,
216,,1.0009464824341219,1140152796.0854602,
217,,12.923913075269166,1089836045.669965,
218,,14.673081706101794,1089011532.1419356,
219,,28.59566019074776,1064659298.4807585,
220,,10.14720207947662,1063319204.6854346,
221,,0.0063196572532812295,1050869396.039127,
222,,1600.1909806679496,1028601255.3552254,
223,,0.505238246914954,995194778.8999497,
224,,53.50193745521934,955557793.4010304,
225,,142.4393531908357,941951615.8613195,
226,,3.0279580479293036,909937244.4260432,
227,,0.17683431962564514,840834949.301768,
228,,7.984347107039396e-05,796771733.2724907,
229,,3.257715350356466,787045384.7411722,
230,,13.26001488653667,795600893.1922002,
231,,1.8902859275768496e-06,720649367.1236153,
232,,1.0016553621015338,720637038.6054822,
233,,0.9103455094983255,677480265.1901952,
234,,3.2276477283764797,645535381.2623888,
235,,7.817541804015421,619598514.6665962,
236,,1.7330066094881318,619395459.6576486,
237,,3.217317169466579,595203676.3513172,
238,,8.658476012239518,591455917.1871874,
239,,29.590975088890072,562160467.4462069,
240,,4.416329096015726,544091744.6291375,
241,,2.9779272893551543,522280316.50896776,
242,,0.49090050644212124,517949982.85941035,
243,,1.101284895506922,499376118.2970278,
244,,0.5397702716784143,493366421.2738374,
245,,47.9797344707446,493219310.9802581,
246,,6.581340299860676,484934872.835552,
247,,0.21392357223739228,481445085.99290943,
248,,0.8106813197101803,480508474.57585007,
249,,8.017086591618138,479260550.88937634,
250,,3.895012047813855,474944732.50509745,
251,,0.21507057714379418,464552446.63059545,
252,,10.34100838858072,440444229.28643,
253,,0.14127031963354805,428896690.40745187,
254,,0.7096106233101434,407571151.9277924,
255,,1.1597211841945958,402366640.28563946,
256,,1.1008816163843178,397488350.04196423,
257,,4.931976911622675,395455044.42269874,
258,,13.219421791706555,385091310.7837665,
259,,189.84203946327486,384031000.2773342,
260,,3.577456566080113,383980657.0467014,
261,,15.73544075098123,379966011.86449325,
262,,0.28425927225985564,372948381.2419775,
263,,2.1887330174528272,371772677.5200518,
264,,1.4316493583085166,370069386.56844735,
265,,8.08228572889724,362351700.8430897,
266,,0.5886437002488296,352544376.6319802,
267,,0.1425820721790122,345204722.22333753,
268,,1.7988661999517817,338939738.61684906,
269,,29.612085294920078,333298295.0272398,
270,,2.7652631911268224,331262810.05227804,
271,,9.387661049170596,330713401.82391024,
272,,5.220791625736435,329739694.1242748,
273,,1.7995814070253044,325425281.0099194,
274,,16.62440653510454,321830520.8353646,
275,,134.9370191530498,321018407.05356514,
276,,1.251814496681822,309823371.77769434,
277,,0.419063718003296,307942533.4225675,
278,,32.39944894269308,307794764.9555842,
279,,1.72905887002736,307442832.9788643,
280,,0.30529131011394217,305291310.11394215,
281,,304.50193786710474,303923079.6832194,
282,,18.578461335523023,301145798.4581653,
283,,1.1144604329497392,301041890.1765931,
284,,0.5112517494638219,300785760.0732849,
285,,47.256399512028636,299168470.98612535,
286,,354.77345936218705,296810507.0219882,
287,,19.647126259249436,295609005.6179309,
288,,0.2454558734267229,294547048.11206746,
289,,0.08331753147155993,282198598.8100828,
290,,15.021166762384752,279984337.3020253,
291,,2.353509063593457,267973611.2292522,
292,,2.0356628668640364,266966097.5620973,
293,,16.156717175955247,265777997.5444638,
294,,12.870338927629152,264824294.23805353,
295,,7.472836860829647,262982737.16851884,
296,,0.05866030188467725,262222421.8656062,
297,,0.014555615474699671,260652025.84864032,
298,,0.48258662557788423,259425499.304304,
299,,0.6583585913311415,259453760.07186958,
